,x,y
639,322.2258779,390.5887555
640,321.9908755,390.7041364
641,321.755672,390.8191069
642,321.5202683,390.9336668
643,321.2846649,391.0478157
644,321.0488627,391.1615532
645,320.8128623,391.274879
646,320.5766645,391.3877927
647,320.34027,391.5002939
648,320.1036795,391.6123824
649,319.8668937,391.7240579
650,319.6299134,391.8353199
651,319.3927393,391.9461681
652,319.155372,392.0566021
653,318.9178124,392.1666218
654,318.6800611,392.2762266
655,318.4421188,392.3854164
656,318.2039864,392.4941906
657,317.9656645,392.6025491
658,317.7271538,392.7104915
659,317.4884551,392.8180174
660,317.2495691,392.9251266
661,317.0104965,393.0318186
662,316.771238,393.1380933
663,316.5317945,393.2439502
664,316.2921665,393.349389
665,316.0523549,393.4544094
666,315.8123603,393.5590112
667,315.5721836,393.6631939
668,315.3318254,393.7669572
669,315.0912864,393.8703009
670,314.8505675,393.9732246
671,314.6096693,394.075728
672,314.3685925,394.1778108
673,314.127338,394.2794727
674,313.8859063,394.3807134
675,313.6442984,394.4815326
676,313.4025149,394.5819299
677,313.1605565,394.681905
678,312.9184239,394.7814578
679,312.676118,394.8805877
680,312.4336395,394.9792946
681,312.190989,395.0775782
682,311.9481674,395.1754381
683,311.7051753,395.272874
684,311.4620136,395.3698857
685,311.2186829,395.4664729
686,310.975184,395.5626352
687,310.7315177,395.6583724
688,310.4876846,395.7536841
689,310.2436855,395.8485702
690,309.9995212,395.9430302
691,309.7551924,396.037064
692,309.5106999,396.1306711
693,309.2660444,396.2238515
694,309.0212266,396.3166046
695,308.7762473,396.4089304
696,308.5311072,396.5008284
697,308.2858071,396.5922984
698,308.0403477,396.6833402
699,307.7947298,396.7739534
700,307.5489542,396.8641378
701,307.3030215,396.9538931
702,307.0569325,397.0432191
703,306.810688,397.1321153
704,306.5642888,397.2205817
705,306.3177355,397.3086179
706,306.0710289,397.3962237
707,305.8241698,397.4833987
708,305.5771589,397.5701427
709,305.329997,397.6564555
710,305.0826848,397.7423368
711,304.8352232,397.8277863
712,304.5876127,397.9128038
713,304.3398543,397.997389
714,304.0919486,398.0815417
715,303.8438964,398.1652615
716,303.5956985,398.2485483
717,303.3473555,398.3314017
718,303.0988684,398.4138216
719,302.8502378,398.4958077
720,302.6014644,398.5773597
721,302.3525492,398.6584774
722,302.1034927,398.7391606
723,301.8542957,398.8194089
724,301.6049591,398.8992222
725,301.3554836,398.9786002
726,301.1058699,399.0575426
727,300.8561188,399.1360493
728,300.6062311,399.2141199
729,300.3562075,399.2917543
730,300.1060488,399.3689522
731,299.8557557,399.4457134
732,299.605329,399.5220376
733,299.3547695,399.5979246
734,299.104078,399.6733742
735,298.8532551,399.7483862
736,298.6023017,399.8229602
737,298.3512185,399.8970962
738,298.1000063,399.9707938
739,297.8486659,400.0440529
740,297.597198,400.1168731
741,297.3456034,400.1892544
742,297.0938828,400.2611964
743,296.8420371,400.332699
744,296.5900669,400.403762
745,296.3379731,400.474385
746,296.0857564,400.544568
747,295.8334176,400.6143106
748,295.5809575,400.6836128
749,295.3283768,400.7524742
750,295.0756763,400.8208946
751,294.8228568,400.8888739
752,294.569919,400.9564119
753,294.3168637,401.0235083
754,294.0636917,401.0901629
755,293.8104037,401.1563756
756,293.5570006,401.2221461
757,293.3034831,401.2874742
758,293.0498519,401.3523597
759,292.7961079,401.4168025
760,292.5422518,401.4808023
761,292.2882843,401.5443589
762,292.0342064,401.6074722
763,291.7800186,401.670142
764,291.5257219,401.732368
765,291.271317,401.7941501
766,291.0168046,401.8554881
767,290.7621855,401.9163817
768,290.5074606,401.9768309
769,290.2526305,402.0368354
770,289.9976961,402.0963951
771,289.7426582,402.1555097
772,289.4875174,402.2141791
773,289.2322746,402.2724031
774,288.9769307,402.3301816
775,288.7214862,402.3875143
776,288.4659421,402.4444011
777,288.2102991,402.5008418
778,287.9545579,402.5568362
779,287.6987195,402.6123841
780,287.4427844,402.6674855
781,287.1867536,402.7221401
782,286.9306278,402.7763478
783,286.6744078,402.8301083
784,286.4180943,402.8834216
785,286.1616882,402.9362874
786,285.9051902,402.9887057
787,285.6486011,403.0406762
788,285.3919216,403.0921988
789,285.1351527,403.1432733
790,284.878295,403.1938996
791,284.6213493,403.2440775
792,284.3643164,403.2938069
793,284.1071972,403.3430876
794,283.8499923,403.3919195
795,283.5927026,403.4403024
796,283.3353288,403.4882361
797,283.0778718,403.5357206
798,282.8203323,403.5827557
799,282.562711,403.6293412
800,282.3050089,403.675477
801,282.0472267,403.721163
802,281.789365,403.7663989
803,281.5314249,403.8111848
804,281.2734069,403.8555204
805,281.015312,403.8994056
806,280.7571409,403.9428402
807,280.4988943,403.9858242
808,280.2405732,404.0283575
809,279.9821782,404.0704398
810,279.7237101,404.112071
811,279.4651698,404.1532511
812,279.2065579,404.1939799
813,278.9478754,404.2342572
814,278.689123,404.274083
815,278.4303015,404.3134572
816,278.1714117,404.3523795
817,277.9124543,404.3908499
818,277.6534302,404.4288684
819,277.3943401,404.4664346
820,277.1351848,404.5035487
821,276.8759651,404.5402103
822,276.6166819,404.5764195
823,276.3573359,404.6121761
824,276.0979278,404.64748
825,275.8384585,404.682331
826,275.5789288,404.7167292
827,275.3193395,404.7506744
828,275.0596913,404.7841664
829,274.799985,404.8172052
830,274.5402215,404.8497907
831,274.2804015,404.8819227
832,274.0205258,404.9136013
833,273.7605952,404.9448262
834,273.5006106,404.9755974
835,273.2405726,405.0059148
836,272.9804821,405.0357784
837,272.7203398,405.0651879
838,272.4601467,405.0941433
839,272.1999034,405.1226446
840,271.9396107,405.1506916
841,271.6792695,405.1782843
842,271.4188805,405.2054226
843,271.1584446,405.2321063
844,270.8979625,405.2583355
845,270.637435,405.28411
846,270.3768629,405.3094298
847,270.116247,405.3342947
848,269.8555881,405.3587047
849,269.594887,405.3826598
850,269.3341445,405.4061598
851,269.0733614,405.4292047
852,268.8125385,405.4517944
853,268.5516765,405.4739289
854,268.2907763,405.495608
855,268.0298386,405.5168318
856,267.7688644,405.5376001
857,267.5078542,405.5579128
858,267.246809,405.57777
859,266.9857296,405.5971716
860,266.7246166,405.6161174
861,266.4634711,405.6346075
862,266.2022936,405.6526418
863,265.9410851,405.6702202
864,265.6798462,405.6873427
865,265.4185779,405.7040093
866,265.1572809,405.7202198
867,264.895956,405.7359742
868,264.634604,405.7512725
869,264.3732257,405.7661146
870,264.1118219,405.7805005
871,263.8503934,405.7944302
872,263.588941,405.8079036
873,263.3274655,405.8209206
874,263.0659676,405.8334812
875,262.8044482,405.8455855
876,262.5429081,405.8572332
877,262.2813481,405.8684245
878,262.0197689,405.8791593
879,261.7581714,405.8894375
880,261.4965563,405.8992591
881,261.2349245,405.9086241
882,260.9732768,405.9175324
883,260.7116139,405.9259841
884,260.4499366,405.933979
885,260.1882458,405.9415173
886,259.9265422,405.9485987
887,259.6648267,405.9552235
888,259.4031,405.9613914
889,259.141363,405.9671025
890,258.8796164,405.9723568
891,258.617861,405.9771543
892,258.3560976,405.9814949
893,258.0943271,405.9853786
894,257.8325501,405.9888054
895,257.5707676,405.9917754
896,257.3089803,405.9942885
897,257.047189,405.9963446
898,256.7853946,405.9979438
899,256.5235977,405.9990861
900,256.2617993,405.9997715
901,256,406
902,255.7382007,405.9997715
903,255.4764023,405.9990861
904,255.2146054,405.9979438
905,254.952811,405.9963446
906,254.6910197,405.9942885
907,254.4292324,405.9917754
908,254.1674499,405.9888054
909,253.9056729,405.9853786
910,253.6439024,405.9814949
911,253.382139,405.9771543
912,253.1203836,405.9723568
913,252.858637,405.9671025
914,252.5969,405.9613914
915,252.3351733,405.9552235
916,252.0734578,405.9485987
917,251.8117542,405.9415173
918,251.5500634,405.933979
919,251.2883861,405.9259841
920,251.0267232,405.9175324
921,250.7650755,405.9086241
922,250.5034437,405.8992591
923,250.2418286,405.8894375
924,249.9802311,405.8791593
925,249.7186519,405.8684245
926,249.4570919,405.8572332
927,249.1955518,405.8455855
928,248.9340324,405.8334812
929,248.6725345,405.8209206
930,248.411059,405.8079036
931,248.1496066,405.7944302
932,247.8881781,405.7805005
933,247.6267743,405.7661146
934,247.365396,405.7512725
935,247.104044,405.7359742
936,246.8427191,405.7202198
937,246.5814221,405.7040093
938,246.3201538,405.6873427
939,246.0589149,405.6702202
940,245.7977064,405.6526418
941,245.5365289,405.6346075
942,245.2753834,405.6161174
943,245.0142704,405.5971716
944,244.753191,405.57777
945,244.4921458,405.5579128
946,244.2311356,405.5376001
947,243.9701614,405.5168318
948,243.7092237,405.495608
949,243.4483235,405.4739289
950,243.1874615,405.4517944
951,242.9266386,405.4292047
952,242.6658555,405.4061598
953,242.405113,405.3826598
954,242.1444119,405.3587047
955,241.883753,405.3342947
956,241.6231371,405.3094298
957,241.362565,405.28411
958,241.1020375,405.2583355
959,240.8415554,405.2321063
960,240.5811195,405.2054226
961,240.3207305,405.1782843
962,240.0603893,405.1506916
963,239.8000966,405.1226446
964,239.5398533,405.0941433
965,239.2796602,405.0651879
966,239.0195179,405.0357784
967,238.7594274,405.0059148
968,238.4993894,404.9755974
969,238.2394048,404.9448262
970,237.9794742,404.9136013
971,237.7195985,404.8819227
972,237.4597785,404.8497907
973,237.200015,404.8172052
974,236.9403087,404.7841664
975,236.6806605,404.7506744
976,236.4210712,404.7167292
977,236.1615415,404.682331
978,235.9020722,404.64748
979,235.6426641,404.6121761
980,235.3833181,404.5764195
981,235.1240349,404.5402103
982,234.8648152,404.5035487
983,234.6056599,404.4664346
984,234.3465698,404.4288684
985,234.0875457,404.3908499
986,233.8285883,404.3523795
987,233.5696985,404.3134572
988,233.310877,404.274083
989,233.0521246,404.2342572
990,232.7934421,404.1939799
991,232.5348302,404.1532511
992,232.2762899,404.112071
993,232.0178218,404.0704398
994,231.7594268,404.0283575
995,231.5011057,403.9858242
996,231.2428591,403.9428402
997,230.984688,403.8994056
998,230.7265931,403.8555204
999,230.4685751,403.8111848
1000,230.210635,403.7663989
1001,229.9527733,403.721163
1002,229.6949911,403.675477
1003,229.437289,403.6293412
1004,229.1796677,403.5827557
1005,228.9221282,403.5357206
1006,228.6646712,403.4882361
1007,228.4072974,403.4403024
1008,228.1500077,403.3919195
1009,227.8928028,403.3430876
1010,227.6356836,403.2938069
1011,227.3786507,403.2440775
1012,227.121705,403.1938996
1013,226.8648473,403.1432733
1014,226.6080784,403.0921988
1015,226.3513989,403.0406762
